Stock_type,Title,Mileage,Price,Price_drop,car_battery,Dealer_Name,Location
Used,2020 Tesla Model X Long Range Plus,"37,414 mi.","$49,885",,EV Battery Rating | Excellent,21 Century Auto Group,"Springfield, NJ"
Used,2016 Tesla Model X 90D,"90,315 mi.","$29,999",,EV Battery Rating | Good,Integrity Auto Sales,"Sacramento, CA"
Used,2017 Tesla Model S 75D,"33,958 mi.","$27,400",$300 price drop,EV Battery Rating | Excellent,Century Auto,"Daly City, CA"
Used,2020 Tesla Model 3 Standard Range,"41,555 mi.","$25,988",,EV Battery Rating | Excellent,Big Star Cadillac,"Friendswood, TX"
Used,2016 Tesla Model S 70,"53,824 mi.","$27,999",,EV Battery Rating | Excellent,Integrity Auto Sales,"Sacramento, CA"
Used,2019 Tesla Model 3 Long Range,"118,849 mi.","$21,995",,EV Battery Rating | Excellent,NJ Auto Sales,"South Amboy, NJ"
Used,2018 Tesla Model 3 Long Range,"33,158 mi.","$24,996","$1,977 price drop",EV Battery Rating | Excellent,Lexus of Cerritos,"Cerritos, CA"
Used,2022 Tesla Model 3 Long Range,"58,945 mi.","$28,999",,EV Battery Rating | Excellent,Key Auto Denver,"Denver, CO"
Used,2020 Tesla Model X,"14,434 mi.","$53,990",$505 price drop,EV Battery Rating | Excellent,Biener Ford,"Great Neck, NY"
Used,2022 Tesla Model 3 Long Range,"71,690 mi.","$24,522",,EV Battery Rating | Excellent,Victory Chevrolet GMC Paola,"Paola, KS"
Used,2019 Tesla Model S Long Range,"74,894 mi.","$36,999",,EV Battery Rating | Excellent,Globul,"Las Vegas, NV"
Used,2022 Tesla Model 3 Long Range,"15,277 mi.","$32,795",,EV Battery Rating | Excellent,PAAUTOSALES.COM,"Philadelphia, PA"
Used,2023 Tesla Model S Dual Motor All-Wheel Drive,"5,279 mi.","$69,473",$500 price drop,EV Battery Rating | Excellent,Bill Luke Santan,"Gilbert, AZ"
Used,2020 Tesla Model 3 Long Range,"16,778 mi.","$31,996",,EV Battery Rating | Excellent,"Certified Autoplex, Inc.","Dallas, TX"
Used,2020 Tesla Model 3 Long Range,"90,061 mi.","$22,995",,EV Battery Rating | Excellent,Victory Chevrolet GMC Paola,"Paola, KS"
Used,2015 Tesla Model S 90D,"58,025 mi.","$26,980",,EV Battery Rating | Excellent,Driven Auto Sales,"Burbank, IL"
Used,2020 Tesla Model 3 Performance,"11,548 mi.","$32,289",$488 price drop,EV Battery Rating | Excellent,Castle Chevrolet of Villa Park,"Villa Park, IL"
Used,2022 Tesla Model 3 Long Range,"74,440 mi.","$24,994",,EV Battery Rating | Excellent,Camp Chevrolet,"Spokane, WA"
Used,2022 Tesla Model 3 Standard Range,"29,623 mi.","$26,273",,EV Battery Rating | Excellent,Bill Luke Santan,"Gilbert, AZ"
Used,2018 Tesla Model X 100D,"16,310 mi.","$39,999",,EV Battery Rating | Excellent,America's Xtreme Auto,"Houston, TX"
Used,2023 Tesla Model 3 Base,"23,031 mi.","$27,875",,EV Battery Rating | Excellent,Tim Short CDJR of Maysville,"Maysville, KY"
Used,2020 Tesla Model S Long Range,"14,416 mi.","$48,900",$700 price drop,EV Battery Rating | Excellent,Crestview Cadillac,"Rochester, MI"
Used,2022 Tesla Model 3 Standard Range,"41,849 mi.","$24,800",,EV Battery Rating | Excellent,Arrigo Dodge Chrysler Jeep Ram Sawgrass,"Tamarac, FL"
Used,2016 Tesla Model S 90D,"149,001 mi.","$16,995",,EV Battery Rating | Good,J & S Autohaus,"Ewing, NJ"
Used,2013 Tesla Model S Performance,"112,270 mi.","$19,500",,EV Battery Rating | Good,Corvette Country,"Round Rock, TX"
Used,2020 Tesla Model 3 Long Range,"63,900 mi.","$23,997","$1,000 price drop",EV Battery Rating | Excellent,Magnetism Motors,"Lawrenceville, GA"
Used,2017 Tesla Model S 100D,"68,445 mi.","$29,995",,EV Battery Rating | Good,Paramount Motors NW,"Seattle, WA"
Used,2018 Tesla Model S,"62,367 mi.","$39,885",,EV Battery Rating | Good,Universal Mitsubishi,"Sherman Oaks, CA"
Used,2021 Tesla Model 3 Standard Range Plus,"96,623 mi.","$14,989","$4,000 price drop",EV Battery Rating | Excellent,SJL Motors of Miami,"Plantation, FL"
Used,2019 Tesla Model S 100D,"85,672 mi.","$34,991","$1,506 price drop",EV Battery Rating | Excellent,"Lenz Truck - Fond du Lac, WI","Fond du Lac, WI"
Used,2018 Tesla Model 3 Long Range,"32,718 mi.","$28,995",,EV Battery Rating | Excellent,Secured Auto Group,"Salt Lake City, UT"
Used,2019 Tesla Model 3 Long Range,"79,543 mi.","$19,995",$300 price drop,EV Battery Rating | Excellent,Cranbury Buick GMC,"Cranbury, NJ"
Used,2018 Tesla Model 3 Mid Range,"62,606 mi.","$24,995",,EV Battery Rating | Excellent,HD Auto Sales,"Wichita, KS"
Used,2023 Tesla Model 3 Base,679 mi.,"$31,999",,EV Battery Rating | Outstanding,Motorpoint Roswell,"Roswell, GA"
Used,2023 Tesla Model 3 Base,"31,536 mi.","$27,200","$1,400 price drop",EV Battery Rating | Excellent,Impex Chevrolet GMC Buick,"Reidsville, NC"
Used,2017 Tesla Model S 100D,"70,681 mi.","$28,900","$1,000 price drop",EV Battery Rating | Good,Evans Kia,"Evans, GA"
Used,2020 Tesla Model 3 Long Range,"66,320 mi.","$29,000",,EV Battery Rating | Excellent,Velocity Auto Sales,"York, NE"
Used,2017 Tesla Model X 100D,"75,610 mi.","$36,636",,EV Battery Rating | Excellent,AutoNation Ford Katy,"Katy, TX"
Used,2023 Tesla Model 3 Base,"17,609 mi.","$28,473","$1,499 price drop",EV Battery Rating | Excellent,Bill Luke Tempe,"Tempe, AZ"
Used,2016 Tesla Model S 60D,"114,878 mi.","$20,000",,EV Battery Rating | Excellent,Auto Land Inc.,"Crest Hill, IL"
Used,2014 Tesla Model S Base,"97,588 mi.","$18,399","$1,400 price drop",,Global Selections Inc.,"Columbia, TN"
Used,2022 Tesla Model X Plaid,"30,860 mi.","$79,976",$894 price drop,EV Battery Rating | Excellent,Capital Eurocars,"Tallahassee, FL"
Used,2019 Tesla Model 3 Performance,"75,382 mi.","$28,000","$2,000 price drop",EV Battery Rating | Excellent,Taylor Chrysler Dodge,"Bourbannais, IL"
Used,2018 Tesla Model 3 Long Range,"52,731 mi.","$25,446",,EV Battery Rating | Excellent,Vandergriff Acura,"Arlington, TX"
Used,2014 Tesla Model S P85D,"10,230 mi.","$31,900","$1,000 price drop",EV Battery Rating | Outstanding,Choice Motor Group,"Scottsdale, AZ"
Used,2019 Tesla Model 3 Long Range,"43,296 mi.","$28,936",,EV Battery Rating | Excellent,Jeff Belzer's Lakeville,"Lakeville, MN"
Used,2018 Tesla Model 3 Long Range,"25,788 mi.","$27,995",,EV Battery Rating | Excellent,Ultimate Motorsports Inc.,"Houston, TX"
Used,2017 Tesla Model X 100D,"47,445 mi.","$36,895",,EV Battery Rating | Excellent,Ultimate Motorsports Inc.,"Houston, TX"
Used,2020 Tesla Model 3 Standard Range Plus,"38,680 mi.","$23,995",,EV Battery Rating | Excellent,Ultimate Motorsports Inc.,"Houston, TX"
Used,2021 Tesla Model 3 Standard Range Plus,"74,530 mi.","$20,994",,EV Battery Rating | Excellent,Lindsay Volkswagen of Dulles,"Sterling, VA"
Used,2018 Tesla Model S 75D,"42,188 mi.","$26,999",,EV Battery Rating | Excellent,Alpha Motorsports Fredericksburg,"Fredericksburg, VA"
Used,2022 Tesla Model S Plaid,"5,825 mi.","$84,900",,EV Battery Rating | Excellent,Ilusso,"Costa Mesa, CA"
Used,2018 Tesla Model 3 Mid Range,"39,746 mi.","$22,791",,EV Battery Rating | Excellent,Michaels Autos,"Orlando, FL"
Used,2023 Tesla Model 3 Performance,"12,449 mi.","$41,995",,EV Battery Rating | Excellent,Toyota of Keene,"East Swanzey, NH"
,Used 2022 Tesla Model 3 Performance,"44,239 mi.","$36,999",,EV Battery Rating | Excellent,Motorpoint Roswell,"Roswell, GA"
,Used 2017 Tesla Model S 75D,"49,570 mi.","$26,120","$2,380 price drop",EV Battery Rating | Excellent,SJL Motors of Miami,"Plantation, FL"
,Used 2016 Tesla Model X FREE SUPERCHARGER! LUDICROUS+ PACKAGE!,"53,023 mi.","$40,991","$1,000 price drop",EV Battery Rating | Excellent,Auto Star Motors,"Boise, ID"
,Used 2018 Tesla Model 3 Mid Range,"41,923 mi.","$24,985",,EV Battery Rating | Excellent,AutoNation USA Centennial,"Las Vegas, NV"
,Used 2018 Tesla Model S 75D,"72,145 mi.","$27,566",,EV Battery Rating | Excellent,Elite Imports LLC,"West Chester, OH"
,Used 2019 Tesla Model X 75D,"24,114 mi.","$43,995",,EV Battery Rating | Excellent,The Autobarn Mazda of Evanston,"Evanston, IL"
,Used 2021 Tesla Model 3 Long Range,"27,848 mi.","$30,000",,EV Battery Rating | Excellent,Choice Automotive Hawaii,"Honolulu, HI"
,Used 2019 Tesla Model 3 Long Range,"28,521 mi.","$28,995",,EV Battery Rating | Excellent,J & S Autohaus,"Ewing, NJ"
,Used 2021 Tesla Model 3 Long Range,"63,748 mi.","$24,989","$3,210 price drop",EV Battery Rating | Excellent,Tim Dahle Nissan Southtowne,"South Jordan, UT"
,Used 2020 Tesla Model X Long Range Dual Motor All-Wheel Drive,"57,245 mi.","$45,995",,EV Battery Rating | Excellent,WORLD AUTO,"Houston, TX"
,Used 2016 Tesla Model X P90D,"72,503 mi.","$32,300",$700 price drop,EV Battery Rating | Excellent,Hanna Imports,"Raleigh, NC"
,Used 2023 Tesla Model 3 Standard Range,"23,708 mi.","$28,990",,EV Battery Rating | Excellent,Jack Schmitt Auto World,"O'Fallon, IL"
,Used 2017 Tesla Model X 75D,"70,549 mi.","$28,995","$2,000 price drop",EV Battery Rating | Excellent,J & S Autohaus,"Ewing, NJ"
,Used 2020 Tesla Model X Long Range Plus,"32,862 mi.","$50,895",,EV Battery Rating | Excellent,AutoNation Toyota Cerritos,"Cerritos, CA"
,Used 2018 Tesla Model 3 Long Range,"54,132 mi.","$21,995","$1,500 price drop",EV Battery Rating | Excellent,J & S Autohaus,"Ewing, NJ"
,Used 2018 Tesla Model 3 Standard,"31,982 mi.","$25,991",,EV Battery Rating | Excellent,Michaels Autos,"Orlando, FL"
,Used 2019 Tesla Model 3 Standard Range Plus,"66,725 mi.","$22,999",$500 price drop,EV Battery Rating | Excellent,Auto Sale of K & Z of Newport Beach,"fullerton, CA"
,Used 2018 Tesla Model S 75D,"72,500 mi.","$29,950",,,,"Glen Allen, VA"
,Used 2020 Tesla Model 3 Standard Range Plus,"49,900 mi.","$24,000",,,,"Laguna Hills, CA"
,Used 2019 Tesla Model S Performance,"29,926 mi.","$49,922",,,,"Fort Myers, FL"
,Used 2023 Tesla Model 3 Performance,"6,800 mi.","$41,500",,,,"Sneads Ferry, NC"
,Used 2021 Tesla Model S Plaid,"32,810 mi.","$67,000",,,,"Wayne, NJ"
,Used 2016 Tesla Model S P90D,"77,950 mi.","$25,000",,,,"Irvington, NY"
,Used 2022 Tesla Model 3 Long Range,"64,256 mi.",Not Priced,,EV Battery Rating | Excellent,LA City Cars,"Inglewood, CA"
,Used 2022 Tesla Model 3 Long Range,"59,983 mi.","$24,981",,EV Battery Rating | Excellent,Kalidy Kia,"Edmond, OK"
,Used 2017 Tesla Model S 75,"99,650 mi.","$22,925",,EV Battery Rating | Good,Volkswagen of Streetsboro,"Streetsboro, OH"
,Used 2020 Tesla Model 3 Standard Range Plus,"53,350 mi.","$25,750",$202 price drop,EV Battery Rating | Excellent,AutoNation Toyota Spokane Valley,"Spokane Valley, WA"
,Used 2020 Tesla Model X Long Range Plus,"48,250 mi.","$52,000",,,,"Sugar Land, TX"
,Used 2021 Tesla Model 3 Standard Range Plus,"118,402 mi.","$17,995","$1,000 price drop",EV Battery Rating | Good,Bimmer Motorsports,"Los Angeles, CA"
,Used 2019 Tesla Model 3 Performance,"46,051 mi.","$25,999","$2,000 price drop",EV Battery Rating | Excellent,Premier Automotive,"Dumfries, VA"
,New 2023 Tesla Model 3 Rear-Wheel Drive,,"$37,790",,,Tesla,"Seaside, CA"
,Used 2022 Tesla Model 3 Long Range,"23,435 mi.","$32,999","$1,000 price drop",EV Battery Rating | Excellent,9stars Motorsports,"Everett, WA"
,Used 2020 Tesla Model 3 Standard Range Plus,"48,719 mi.","$26,995","$2,000 price drop",EV Battery Rating | Excellent,Norco Truck Center,"Norco, CA"
,New 2023 Tesla Model 3 Rear-Wheel Drive,,"$35,990",,,Tesla,"Bernalillo, NM"
,Used 2020 Tesla Model S Long Range Dual Motor All-Wheel Drive,"55,617 mi.","$38,425",,EV Battery Rating | Excellent,McLarty Daniel Chrysler Dodge Jeep Ram Fiat of Springdale,"Springdale, AR"
,Used 2021 Tesla Model 3 Long Range,"36,129 mi.","$33,998",,EV Battery Rating | Excellent,CarMax Gaithersburg - Offering Express Pickup and Home Delivery,"Gaithersburg, MD"
,Used 2018 Tesla Model S 75D,"107,448 mi.","$22,450",,EV Battery Rating | Excellent,Golden Motors,"Lexington, SC"
,Used 2018 Tesla Model 3 Long Range,"142,883 mi.","$21,750",,,,"Scottsdale, AZ"
,Used 2018 Tesla Model 3 Long Range,"40,813 mi.","$28,995",,EV Battery Rating | Excellent,Premier Auto Imports,"Waldorf, MD"
,Used 2019 Tesla Model 3 Standard Range Plus,"77,547 mi.","$19,998","$1,000 price drop",EV Battery Rating | Excellent,Price Pro,"Maumee, OH"
,Used 2022 Tesla Model X Base,"4,814 mi.","$84,950",,EV Battery Rating | Excellent,Auto Collection of Murfreesboro,"Murfreesboro, TN"
,Used 2023 Tesla Model 3 Base,"22,723 mi.","$27,053","$2,251 price drop",EV Battery Rating | Excellent,Hertz Car Sales Inglewood,"Inglewood, CA"
,New 2023 Tesla Model 3 Long Range Dual Motor All-Wheel Drive,,"$44,320",,,Tesla,"Corte Madera, CA"
,Used 2019 Tesla Model 3 Long Range,"35,946 mi.","$32,998",,EV Battery Rating | Excellent,CarMax Victorville,"Victorville, CA"
,Used 2013 Tesla Model S Performance,"61,000 mi.","$27,990","$2,000 price drop",EV Battery Rating | Excellent,Carolina Auto Connection,"Spartanburg, SC"
,Used 2020 Tesla Model X Long Range Plus Dual Motor All-Wheel Drive,"27,544 mi.","$53,983",,EV Battery Rating | Excellent,Star Motor Sales,"Downers Grove, IL"
,Used 2020 Tesla Model 3 Performance,"42,918 mi.","$32,316","$1,679 price drop",EV Battery Rating | Excellent,Hunter Dodge Chrysler Jeep RAM Fiat,"Lancaster, CA"
,Used 2020 Tesla Model 3 Long Range,"39,582 mi.","$24,994",,EV Battery Rating | Excellent,Evo Motors,"Seffner, FL"
,Used 2020 Tesla Model 3 Long Range,"53,563 mi.","$29,999",,EV Battery Rating | Excellent,Auto Barn LLC,"Newnan, GA"
,New 2023 Tesla Model 3 Long Range Dual Motor All-Wheel Drive,,"$44,320",,,Tesla,"Burbank, CA"
,New 2023 Tesla Model 3 Long Range Dual Motor All-Wheel Drive,,"$44,320",,,Tesla,"Marina Del Rey, CA"
,New 2023 Tesla Model 3 Long Range Dual Motor All-Wheel Drive,,"$44,320",,,Tesla,"Rocklin, CA"
,Used 2018 Tesla Model 3 Performance,"63,312 mi.","$28,998",,EV Battery Rating | Excellent,CarMax Palmdale - Offering Express Pickup and Home Delivery,"Palmdale, CA"
,Used 2018 Tesla Model 3 Long Range,"26,958 mi.","$27,980",,EV Battery Rating | Excellent,Auto Web Expo,"Plano, TX"
,Used 2023 Tesla Model 3 Base,"26,183 mi.","$26,385",$778 price drop,EV Battery Rating | Excellent,Hertz Car Sales Charlotte,"Charlotte, NC"
,New 2023 Tesla Model 3 Rear-Wheel Drive,,"$35,090",,,Tesla,"Gilroy, CA"
,Used 2017 Tesla Model S P100D,"71,106 mi.","$35,995",,EV Battery Rating | Good,Brown & Brown Wholesale,"Mesa, AZ"
,Used 2022 Tesla Model 3 Long Range,"59,153 mi.","$26,900",$425 price drop,EV Battery Rating | Excellent,Arizona Car Sales,"Mesa, AZ"
,Used 2020 Tesla Model 3 Long Range,"11,729 mi.","$29,995",,EV Battery Rating | Excellent,Don Sitts Auto Sales,"Cuyahoga Falls, OH"
,Used 2020 Tesla Model 3 Standard Range Plus,"57,988 mi.","$27,998",,EV Battery Rating | Excellent,CarMax Capitol Expressway - Offering Express Pickup and Home Delivery,"San Jose, CA"
,Used 2020 Tesla Model 3 Long Range,"29,051 mi.","$29,785",$200 price drop,EV Battery Rating | Excellent,Precise Motors LLC,"South Bloomfield, OH"
,Used 2023 Tesla Model 3 Base,"16,121 mi.","$27,762",$879 price drop,EV Battery Rating | Excellent,Hertz Car Sales Salt Lake City,"Salt Lake City, UT"
,New 2023 Tesla Model 3 Long Range Dual Motor All-Wheel Drive,,"$44,320",,,Tesla,"Riverside, CA"
,Used 2022 Tesla Model 3 Long Range,"47,150 mi.","$26,398",,,Driveline Used Cars Murrieta,"Murrieta, CA"
,Used 2020 Tesla Model 3 Performance,"35,826 mi.","$29,994",,EV Battery Rating | Excellent,Evo Motors,"Seffner, FL"
,Used 2016 Tesla Model S 90D,"34,967 mi.","$26,987",,,CAR LUX,"Inglewood, CA"
,Used 2013 Tesla Model S Performance,"117,028 mi.","$16,777","$1,000 price drop",EV Battery Rating | Good,VL Auto 777,"Midway City, CA"
,Used 2023 Tesla Model 3 Base,"27,095 mi.","$26,499",$800 price drop,EV Battery Rating | Excellent,Hanna Cars,"Bradenton, FL"
,Used 2022 Tesla Model 3 Base,"44,552 mi.","$24,888",,EV Battery Rating | Excellent,Central Autohaus,"Dallas, TX"
,Used 2015 Tesla Model S 60,"99,200 mi.","$22,220",,EV Battery Rating | Excellent,Fortis Auto Group,"Las Vegas, NV"
,Used 2018 Tesla Model S 75D,"21,500 mi.","$36,900",,,,"Westlake Village, CA"
,Used 2023 Tesla Model 3 Base,"34,214 mi.","$25,850",$272 price drop,EV Battery Rating | Excellent,Hertz Car Sales Kearny Mesa,"San Diego, CA"
,Used 2017 Tesla Model X 100D,"95,863 mi.","$36,500",,,,"Indianapolis, IN"
,Used 2017 Tesla Model S 75D,"66,472 mi.","$28,492","$1,140 price drop",EV Battery Rating | Excellent,Chicago Auto Warehouse,"Chicago, IL"
,New 2023 Tesla Model 3 Long Range Dual Motor All-Wheel Drive,,"$44,320",,,Tesla,"Riverside, CA"
,Used 2023 Tesla Model 3 Base,"32,581 mi.","$26,031","$1,460 price drop",EV Battery Rating | Excellent,Hertz Car Sales Pittsburgh Coraopolis,"Coraopolis, PA"
,Used 2022 Tesla Model 3 Long Range,"82,786 mi.","$24,900",,EV Battery Rating | Excellent,Auto Boutique,"Columbus, OH"
,Used 2020 Tesla Model 3 Long Range,"65,861 mi.","$25,999",,EV Battery Rating | Excellent,Select Auto Imports,"Alexandria, VA"
,Used 2016 Tesla Model S 90D,"124,443 mi.","$19,595",$400 price drop,EV Battery Rating | Good,AutoNation Honda Dulles,"Sterling, VA"
,Used 2016 Tesla Model S 90D,"35,994 mi.","$31,128",,EV Battery Rating | Excellent,Stevenson-Hendrick Honda Wilmington,"Wilmington, NC"
,Used 2022 Tesla Model X Base,"26,304 mi.","$70,000",,EV Battery Rating | Excellent,Veloce Auto Center & Leasing,"Long Beach, CA"
,Used 2018 Tesla Model 3 Long Range,"70,841 mi.","$24,890","$1,100 price drop",EV Battery Rating | Excellent,O'Meara Ford,"Northglenn, CO"
,Used 2018 Tesla Model 3 Long Range,"25,045 mi.","$29,588",,EV Battery Rating | Excellent,Lending Group Auto,"Sacramento, CA"
,Used 2021 Tesla Model 3 Performance,"24,790 mi.","$35,800",$100 price drop,EV Battery Rating | Excellent,Glendale Nissan,"Glendale, CA"
,Used 2021 Tesla Model 3 Standard Range Plus,"38,991 mi.","$23,490",,EV Battery Rating | Excellent,California Beemers Teslers,"Costa Mesa, CA"
,Used 2017 Tesla Model S 100D,"60,561 mi.","$32,999",,EV Battery Rating | Good,North Central Ford,"Richardson, TX"
,Used 2022 Tesla Model 3 Long Range,"100,960 mi.","$19,995",,EV Battery Rating | Excellent,Don Jackson CDJR North,"Cumming, GA"
,Used 2022 Tesla Model 3 Long Range,"59,323 mi.","$24,995",,EV Battery Rating | Excellent,Don Jackson CDJR North,"Cumming, GA"
,Used 2018 Tesla Model S P100D,"59,310 mi.","$32,995","$2,200 price drop",EV Battery Rating | Excellent,Mercedes-Benz of Pembroke Pines,"Pembroke Pines, FL"
,Used 2022 Tesla Model 3 Long Range,"34,973 mi.","$30,994","$3,703 price drop",EV Battery Rating | Excellent,Nelson Mazda Cool Springs,"Franklin, TN"
,Used 2019 Tesla Model 3 Long Range,"39,583 mi.","$27,931",,EV Battery Rating | Excellent,Berlin City Nissan of Portland,"South Portland, ME"
,Used 2021 Tesla Model 3 Long Range,"33,274 mi.","$27,994",,EV Battery Rating | Excellent,Evo Motors,"Seffner, FL"
,Used 2022 Tesla Model 3 Base,"126,579 mi.",Not Priced,,EV Battery Rating | Excellent,Don Jackson CDJR North,"Cumming, GA"
,Used 2021 Tesla Model 3 Standard Range Plus,"95,736 mi.","$18,994","$1,000 price drop",EV Battery Rating | Excellent,Lindsay Volkswagen of Manassas,"Manassas, VA"
,Used 2023 Tesla Model 3 Standard Range,"21,726 mi.","$28,500",$600 price drop,EV Battery Rating | Excellent,Impex Auto Sales,"Greensboro, NC"
,Used 2015 Tesla Model S P85D,"89,745 mi.","$22,888","$1,000 price drop",EV Battery Rating | Excellent,Driveline LLC,"Jacksonville, FL"
,Used 2018 Tesla Model 3 Mid Range,"50,860 mi.","$24,999",,EV Battery Rating | Excellent,Ever,"San Francisco, CA"
,Used 2023 Tesla Model 3 Long Range,"23,495 mi.","$38,990",,EV Battery Rating | Excellent,ALM Newnan,"Newnan, GA"
,Used 2019 Tesla Model 3 Long Range,"62,195 mi.","$25,499",$388 price drop,EV Battery Rating | Excellent,Superstition Springs Lexus,"Mesa, AZ"
,Used 2017 Tesla Model S 90D,"61,727 mi.","$26,980","$1,000 price drop",EV Battery Rating | Excellent,PNW Luxury Cars of Seattle,"Seattle, WA"
,Used 2018 Tesla Model S 75D,"56,594 mi.","$29,400","$4,200 price drop",EV Battery Rating | Excellent,BMW of Sterling,"Sterling, VA"
,Used 2020 Tesla Model 3 Performance,"19,280 mi.","$35,999",,EV Battery Rating | Excellent,Colonial Chevrolet,"Acton, MA"
,Used 2017 Tesla Model X 75D,"58,172 mi.","$31,450",,EV Battery Rating | Excellent,Maverick Motors,"Dallas, TX"
,Used 2016 Tesla Model S 70D,"62,567 mi.","$23,500",$500 price drop,EV Battery Rating | Excellent,Oakes Buick GMC,"Kansas City, MO"
,Used 2022 Tesla Model 3 Long Range,"95,831 mi.","$21,775",,EV Battery Rating | Excellent,Highline Auto Sales,"Willowbrook, IL"
